2	-1.698898
2.005	-2.961228
2.01	0.262232
2.015	-2.147219
2.02	0.933094
2.025	-2.739575
2.03	1.972794
2.035	0.656062
2.04	-2.665374
2.045	-1.256817
2.05	-0.520581
2.055	-0.491938
2.06	1.390895
2.065	-1.041518
2.07	1.367528
2.075	-2.19297
2.08	0.817027
2.085	-0.121847
2.09	-1.532915
2.095	-1.342338
2.1	1.821696
2.105	0.907684
2.11	1.110022
2.115	1.356574
2.12	0.349232
2.125	-0.931994
2.13	0.738862
2.135	0.411707
2.14	3.262184
2.145	-0.268471
2.15	0.04791
2.155	-0.124607
2.16	-0.410002
2.165	-1.271095
2.17	-0.250621
2.175	0.442624
2.18	0.299985
2.185	-0.592073
2.19	1.57922
2.195	1.46967
2.2	0.290665
2.205	-1.158086
2.21	-0.886936
2.215	0.650281
2.22	-0.314704
2.225	0.966273
2.23	-1.831122
2.235	-0.271055
2.24	-0.134906
2.245	-0.121282
2.25	1.275264
2.255	-1.44041
2.26	3.668752
2.265	-0.211844
2.27	0.252797
2.275	0.110422
2.28	0.224746
2.285	0.662729
2.29	0.047959
2.295	3.234472
2.3	0.82538
2.305	-0.520423
2.31	0.463799
2.315	-0.710887
2.32	-1.268636
2.325	-1.049906
2.33	-0.563143
2.335	-0.541102
2.34	-0.252505
2.345	-1.15968
2.35	1.714798
2.355	-2.608478
2.36	1.524598
2.365	0.296901
2.37	2.147293
2.375	-0.915912
2.38	3.085181
2.385	-0.290354
2.39	1.222128
2.395	-0.053975
2.4	0.74662
2.405	-0.307032
2.41	1.234174
2.415	1.20372
2.42	-0.477943
2.425	0.407376
2.43	1.514768
2.435	2.469878
2.44	2.785179
2.445	2.023422
2.45	1.191344
2.455	-0.476
2.46	0.174499
2.465	1.17484
2.47	1.822863
2.475	-2.640409
2.48	-0.61066
2.485	-0.420935
2.49	-1.385846
2.495	0.730036
2.5	0.76924
2.505	-1.566962
2.51	-0.24999
2.515	-1.2762
2.52	-0.523787
2.525	-0.443158
2.53	1.819547
2.535	1.325508
2.54	-1.625005
2.545	0.66636
2.55	1.047345
2.555	0.552058
2.56	1.87037
2.565	-1.313156
2.57	1.042386
2.575	-1.281562
2.58	0.939971
2.585	0.030518
2.59	0.663105
