2	-1.85927
2.005	-2.323049
2.01	-1.80481
2.015	-1.083998
2.02	-1.054461
2.025	-0.76739
2.03	-1.536825
2.035	-1.217922
2.04	-1.140398
2.045	-1.480298
2.05	-1.246884
2.055	-1.12074
2.06	-1.030066
2.065	-1.27528
2.07	-1.304895
2.075	-1.251781
2.08	-0.806461
2.085	-1.56473
2.09	-1.169197
2.095	-1.241005
2.1	-0.458764
2.105	-0.483605
2.11	-0.682761
2.115	-0.542293
2.12	-0.563499
2.125	0.55061
2.13	-1.012
2.135	0.293387
2.14	-0.263647
2.145	-1.351877
2.15	-0.566203
2.155	-0.370281
2.16	-0.42008
2.165	0.112822
2.17	0.720582
2.175	-0.647759
2.18	-1.099537
2.185	-0.07304
2.19	-0.711404
2.195	-1.08118
2.2	-0.193776
2.205	-0.201824
2.21	-1.249356
2.215	-0.129925
2.22	-0.693415
2.225	0.507381
2.23	0.017949
2.235	-0.157066
2.24	0.219128
2.245	-0.369653
2.25	-0.917377
2.255	-0.045411
2.26	-0.104046
2.265	0.132624
2.27	0.151014
2.275	0.19811
2.28	0.614764
2.285	0.170184
2.29	-0.352541
2.295	0.164763
2.3	0.010902
2.305	0.878314
2.31	0.03806
2.315	-0.211003
2.32	0.711042
2.325	-0.627452
2.33	-0.015067
2.335	0.250182
2.34	1.199768
2.345	0.840719
2.35	0.070686
2.355	-0.040091
2.36	1.25527
2.365	0.675766
2.37	0.713434
2.375	0.410938
2.38	0.968533
2.385	-0.252692
2.39	0.714535
2.395	0.985949
2.4	0.596089
2.405	0.147072
2.41	1.117749
2.415	0.650739
2.42	1.214698
2.425	0.956983
2.43	0.36179
2.435	0.341872
2.44	-0.477013
2.445	1.329476
2.45	0.853768
2.455	0.332478
2.46	1.510217
2.465	0.314807
2.47	0.486397
2.475	1.085015
2.48	-0.032363
2.485	0.869435
2.49	0.810829
2.495	1.649831
2.5	0.230064
2.505	0.481883
2.51	-0.173162
2.515	0.048759
2.52	-0.360099
2.525	0.750689
2.53	0.414914
2.535	1.302142
2.54	-0.124536
2.545	0.204753
2.55	0.728702
2.555	-0.211533
2.56	0.364791
2.565	0.694028
2.57	0.74383
2.575	1.091864
2.58	0.897801
2.585	0.571125
2.59	0.881488
2.595	0.257051
2.6	0.635919
2.605	0.391993
2.61	-0.882865
2.615	0.278196
2.62	1.154006
2.625	0.133855
2.63	0.273451
2.635	-0.450599
2.64	0.410858
2.645	0.646572
2.65	0.803535
2.655	0.473738
2.66	-0.081428
2.665	-0.235997
2.67	0.629346
2.675	-0.238205
2.68	0.167764
2.685	0.394951
2.69	0.465427
2.695	0.393424
2.7	0.259936
2.705	-0.357756
2.71	0.273154
2.715	0.011618
2.72	-0.384756
2.725	-0.525632
2.73	-0.263308
2.735	0.085289
2.74	-0.509746
2.745	0.325112
2.75	0.224444
2.755	-1.031527
2.76	-0.530021
2.765	0.271939
2.77	0.387081
2.775	0.209023
2.78	0.253986
2.785	-0.177865
2.79	-0.78161
2.795	0.229183
2.8	0.850735
2.805	-0.002786
2.81	0.885918
2.815	0.194296
2.82	-0.689877
2.825	0.160641
2.83	-0.53564
2.835	-0.075283
2.84	-0.011242
2.845	-0.149842
2.85	-0.497336
2.855	-0.053172
2.86	-0.356795
2.865	-0.880677
2.87	-0.997267
2.875	-0.45563
2.88	0.391135
2.885	-0.471173
2.89	0.066078
2.895	0.199372
2.9	-0.772096
2.905	-0.075768
2.91	-0.033261
2.915	0.065689
2.92	0.581667
2.925	0.591577
2.93	-0.078851
2.935	-0.352274
2.94	0.036807
2.945	-0.105729
2.95	0.278511
2.955	0.161597
2.96	0.053945
2.965	0.341409
2.97	-0.092496
2.975	-0.064845
2.98	0.004346
2.985	-0.209186
2.99	0.143408
2.995	0.238407
3	-0.733845
3.005	-0.178247
3.01	-0.407578
3.015	-0.304103
3.02	0.808665
3.025	0.371339
3.03	-0.181997
3.035	-0.231987
3.04	0.036754
3.045	1.225923
3.05	0.581067
3.055	-0.624478
3.06	-0.121277
3.065	0.554037
3.07	-0.858188
3.075	-0.271117
3.08	0.326668
3.085	0.150892
3.09	-0.61954
3.095	0.645892
3.1	-0.244815
3.105	0.140306
3.11	-0.230453
3.115	-0.181525
3.12	-1.04265
3.125	0.536404
3.13	-0.509935
3.135	-0.368918
3.14	-0.304713
3.145	0.890654
3.15	-0.105922
3.155	-0.083169
3.16	0.257738
3.165	-0.703558
3.17	-1.043251
3.175	0.278948
3.18	-0.748573
3.185	-0.761792
3.19	0.308324
3.195	0.301202
3.2	-0.361402
3.205	-0.401409
3.21	0.530022
3.215	0.010358
3.22	0.414407
3.225	-0.050097
3.23	0.956569
3.235	0.507745
3.24	-0.004957
3.245	0.728012
3.25	0.864251
3.255	0.529414
3.26	0.256895
3.265	1.689822
3.27	0.89146
3.275	0.643638
3.28	0.297432
3.285	0.756987
3.29	0.813609
3.295	0.437417
3.3	0.449448
3.305	0.011279
3.31	0.27791
3.315	-0.268357
3.32	0.085018
3.325	0.416111
3.33	0.540508
3.335	0.153738
3.34	-0.257658
3.345	-0.172634
3.35	0.400759
3.355	0.391149
3.36	0.159517
3.365	0.199683
3.37	0.020071
3.375	-0.177383
3.38	-0.769159
3.385	-0.084532
3.39	-0.650634
3.395	-0.138896
3.4	-0.39149
3.405	0.100447
3.41	-1.388093
3.415	-0.221471
3.42	-0.170333
3.425	-0.447825
3.43	-0.681332
3.435	-1.206571
3.44	-0.746669
3.445	-0.589929
3.45	-0.699833
3.455	-1.197223
3.46	0.017499
3.465	-0.948144
3.47	-1.428403
3.475	-1.041638
3.48	-0.955338
3.485	-0.426331
3.49	-1.277911
3.495	-0.5793
3.5	-0.532632
3.505	-1.151851
3.51	-0.625122
3.515	-0.724558
3.52	-0.165048
3.525	-0.881181
3.53	-0.506788
3.535	-0.601118
3.54	-0.080446
3.545	-0.497076
3.55	-0.776684
3.555	-1.230114
3.56	-0.876399
3.565	-0.278263
3.57	-0.94426
3.575	-0.553433
3.58	-0.508927
3.585	-0.615076
3.59	0.451516
3.595	-0.544046
3.6	-0.553377
3.605	-0.385946
3.61	-0.823868
3.615	-0.127321
3.62	0.806928
3.625	0.48001
3.63	-0.134003
3.635	-0.31449
3.64	-0.104069
3.645	0.370844
3.65	0.177686
3.655	0.64335
3.66	0.181107
3.665	-0.754827
3.67	0.116929
3.675	0.167562
3.68	0.607899
3.685	0.13114
3.69	0.283032
3.695	-0.210599
3.7	-0.444415
3.705	0.125053
3.71	-0.200184
3.715	-0.228531
3.72	0.294502
3.725	1.253425
3.73	0.048021
3.735	0.42459
3.74	1.607978
3.745	1.139575
3.75	0.529389
3.755	0.772328
3.76	0.658689
3.765	-0.440749
3.77	0.610944
3.775	1.116192
3.78	0.017845
3.785	1.225911
3.79	0.373729
3.795	0.210171
3.8	0.631462
3.805	0.680625
3.81	0.504458
3.815	1.120645
3.82	0.41428
3.825	0.153709
3.83	0.720189
3.835	0.954779
3.84	0.724584
3.845	0.833513
3.85	1.120964
3.855	0.109933
3.86	0.256907
3.865	0.366396
3.87	0.22728
3.875	0.495059
3.88	0.219757
3.885	1.250379
3.89	1.204355
3.895	0.986806
3.9	1.063065
3.905	0.375266
3.91	1.006046
3.915	0.605003
3.92	0.004812
3.925	0.816158
